,budget,genre,gross,name,runtime,score,votes,Profit
2152,0,Comedy,218626,Jack & Sarah,110,6.6,4448,218626
2153,0,Drama,230187,Land and Freedom,109,7.6,8477,230187
2154,8000000,Comedy,2763020,Dr. Jekyll and Ms. Hyde,100,4.4,2379,-5236980
2155,0,Drama,15453274,Mad Love,93,5.3,5568,15453274
2156,14000000,Biography,2474000,Jefferson in Paris,139,5.7,2535,-11526000
2157,0,Drama,42202,Ulysses' Gaze,176,7.6,4957,42202
2158,0,Comedy,4823217,Antonia's Line,102,7.5,7174,4823217
2159,0,Crime,3700000,Bad Company,108,5.4,2411,3700000
2160,5000000,Crime,3565508,New Jersey Drive,98,6.7,2341,-1434492
2161,0,Comedy,532268,Funny Bones,128,7.0,3191,532268
2162,4000000,Comedy,258195,An Awfully Big Adventure,112,6.0,2273,-3741805
2163,0,Comedy,2488858,Moonlight and Valentino,105,5.8,3086,2488858
2164,150000,Comedy,472370,Party Girl,94,6.6,3784,322370
2165,23000000,Action,5750110,Beyond Rangoon,100,6.6,4306,-17249890
2166,0,Comedy,3487767,Jeffrey,92,6.7,5075,3487767
2167,0,Family,7506759,The Amazing Panda Adventure,100,5.8,3344,7506759
2168,0,Drama,6834525,Panther,100,6.4,1943,6834525
2169,3000000,Comedy,294991,Rumpelstiltskin,87,4.4,1935,-2705009
2170,6500000,Crime,536023,The Underneath,99,6.2,2718,-5963977
2171,0,Adventure,11642946,Far from Home: The Adventures of Yellow Dog,81,6.4,2182,11642946
2172,0,Biography,3242342,Carrington,121,6.9,4621,3242342
2173,0,Drama,1110104,Georgia,115,6.5,2530,1110104
2174,0,Adventure,3674841,Born to Be Wild,100,5.1,1191,3674841
2175,0,Drama,7025496,Three Wishes,115,6.2,2311,7025496
2176,0,Comedy,7557877,The Jerky Boys,100,4.6,2209,7557877
2177,11000000,Comedy,2832826,The Perez Family,100,6.1,1847,-8167174
2178,6000000,Action,5093707,Top Dog,86,4.1,2629,-906293
2179,0,Adventure,47687,Napoleon,81,6.1,1353,47687
2180,0,Drama,26282,Two Bits,85,6.3,2903,26282
2181,2000000,Horror,1204430,Mute Witness,95,6.8,4634,-795570
2182,0,Drama,116797,The Star Maker,113,7.4,4129,116797
2183,0,Comedy,911310,Stuart Saves His Family,100,5.3,2375,911310
2184,8000000,Drama,493007,The Grass Harp,107,7.2,3093,-7506993
2185,0,Comedy,3992809,Gordy,100,3.9,1701,3992809
2186,0,Biography,65682,Killer: A Journal of Murder,91,6.4,1888,65682
2187,0,Drama,76875,Flirt,85,6.3,1677,76875
2188,0,Adventure,1877179,The Horseman on the Roof,135,7.1,5076,1877179
2189,0,Crime,1176982,Destiny Turns on the Radio,102,4.5,1959,1176982
2190,22000000,Comedy,12100000,Roommates,108,6.4,1509,-9900000
2191,0,Comedy,346839,A Midwinter's Tale,99,7.3,2095,346839
2192,0,Adventure,2643346,Magic in the Water,98,5.8,1681,2643346
2193,0,Adventure,15054389,Wings of Courage,50,6.5,537,15054389
2194,0,Comedy,7929241,Unstrung Heroes,93,6.7,2788,7929241
2195,0,Comedy,2196534,A Month by the Lake,92,6.4,1897,2196534
2196,0,Drama,136153,A Single Girl,90,7.2,1272,136153
2197,150000,Drama,474047,The White Balloon,85,7.8,5258,324047
2198,10000000,Musical,44757,The Fantasticks,86,5.8,1008,-9955243
2199,0,Drama,961147,Separate Lives,102,5.0,596,961147
2200,92000000,Action,241721524,Twister,113,6.3,152463,149721524
2201,3500000,Drama,16501785,Trainspotting,94,8.2,530849,13001785
2202,7000000,Crime,24611975,Fargo,98,8.1,500735,17611975
2203,14000000,Horror,103046663,Scream,111,7.2,238628,89046663
2204,19000000,Action,25753840,From Dusk Till Dawn,108,7.3,236890,6753840
2205,75000000,Action,306169255,Independence Day,145,7.0,461225,231169255
2206,14500000,Drama,46351345,Romeo + Juliet,120,6.8,180239,31851345
2207,36000000,Comedy,33084249,Matilda,98,6.8,98249,-2915751
2208,12000000,Comedy,38624000,Happy Gilmore,92,7.0,166846,26624000
2209,3000000,Crime,4109095,Kama Sutra: A Tale of Love,117,6.0,8807,1109095
2210,44000000,Crime,49100000,Sleepers,147,7.6,163662,5100000
2211,27000000,Drama,78651430,The English Patient,162,7.4,152610,51651430
2212,50000000,Comedy,153952592,Jerry Maguire,139,7.3,204244,103952592
2213,15000000,Drama,24881000,The Craft,101,6.3,62195,9881000
2214,80000000,Action,180981856,Mission: Impossible,110,7.1,323291,100981856
2215,30000000,Crime,56116183,Primal Fear,129,7.7,144847,26116183
2216,80000000,Animation,90463534,Space Jam,88,6.3,124368,10463534
2217,75000000,Action,134069511,The Rock,136,7.4,274324,59069511
2218,0,Drama,20754000,Fear,97,6.2,34037,20754000
2219,40000000,Crime,108766007,A Time to Kill,149,7.4,108790,68766007
2220,70000000,Comedy,37771017,Mars Attacks!,106,6.3,183327,-32228983
2221,4000000,Horror,16675000,Hellraiser: Bloodline,85,5.1,15579,12675000
2222,36000000,Biography,20191312,The People vs. Larry Flynt,129,7.3,76047,-15808688
2223,31000000,Comedy,124060553,The Birdcage,117,7.0,66577,93060553
2224,40000000,Horror,27663982,The Island of Dr. Moreau,96,4.4,27551,-12336018
2225,100000000,Animation,100138851,The Hunchback of Notre Dame,91,6.9,113772,138851
2226,25000000,Drama,7340103,The Crucible,124,6.8,30726,-17659897
2227,26000000,Comedy,25809813,That Thing You Do!,108,6.9,53448,-190187
2228,890000,Drama,24475416,Sling Blade,135,8.0,76760,23585416
2229,45000000,Action,92001027,First Contact,111,7.6,103044,47001027
2230,9000000,Drama,2038450,Crash: Extraños placeres,100,6.4,44693,-6961550
2231,55000000,Action,56569216,Executive Decision,133,6.4,43393,1569216
2232,45000000,Comedy,53854588,Tin Cup,135,6.3,40040,8854588
2233,7000000,Comedy,560069,Bottle Rocket,91,7.1,58644,-6439931
2234,15000000,Comedy,26757000,Bio-Dome,88,4.4,22728,11757000
2235,75000000,Adventure,136189294,101 Dalmatians,103,5.7,81872,61189294
2236,3800000,Comedy,20109115,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,89,6.6,40789,16309115
2237,27000000,Comedy,24944213,Kingpin,113,6.9,67115,-2055787
2238,38000000,Animation,28934758,James and the Giant Peach,79,6.7,52633,-9065242
2239,4500000,Crime,3798532,Bound,108,7.4,43599,-701468
2240,40000000,Comedy,33109743,Striptease,115,4.3,36876,-6890257
2241,26000000,Comedy,105489203,The First Wives Club,103,6.2,34686,79489203
2242,8500000,Fantasy,15171475,Thinner,93,5.7,22170,6671475
2243,57000000,Action,51367375,DragonHeart,103,6.4,82032,-5632625
2244,54000000,Comedy,128814019,The Nutty Professor,95,5.6,92803,74814019
2245,0,Drama,2293037,El libro de cabecera,126,6.7,11067,2293037
2246,200000,Comedy,4505922,Swingers,96,7.3,67289,4305922
2247,47000000,Comedy,60240295,The Cable Guy,96,6.1,130570,13240295
2248,18000000,Drama,4414535,Hamlet,242,7.8,32078,-13585465
2249,30000000,Comedy,16759216,Muertos de miedo,110,7.1,71729,-13240784
2250,10000000,Drama,4573330,Stealing Beauty,118,6.6,21747,-5426670
2251,6000000,Comedy,22201883,Emma,120,6.7,29972,16201883
2252,0,Comedy,10597759,Beautiful Girls,112,7.2,27842,10597759
2253,50000000,Action,25477365,Escape from L.A.,101,5.7,58556,-24522635
2254,65000000,Action,33328051,The Long Kiss Goodnight,121,6.7,63699,-31671949
2255,0,Drama,4040691,Contra viento y marea,159,7.9,52366,4040691
2256,0,Comedy,95318203,Michael,105,5.7,36410,95318203
2257,45000000,Comedy,58620973,Jack,113,5.8,49346,13620973
2258,100000000,Action,101295562,Eraser,115,6.1,90008,1295562
2259,0,Comedy,11114000,2 Days in the Valley,104,6.5,16403,11114000
2260,50000000,Action,70770147,Broken Arrow,108,6.0,81083,20770147
2261,45000000,Comedy,20100000,Multiplicity,117,6.0,26196,-24900000
2262,9000000,Action,36049108,Set It Off,123,6.8,11203,27049108
2263,25000000,Sci-Fi,14048372,The Arrival,115,6.3,27641,-10951628
2264,55000000,Adventure,38619405,Garras,110,6.8,49044,-16380595
2265,4100000,Drama,11881039,Big Night,109,7.3,13983,7781039
2266,0,Action,22936273,D3: The Mighty Ducks,104,5.3,20543,22936273
2267,60000000,Comedy,60573641,Jingle All the Way,89,5.5,74318,573641
2268,31000000,Comedy,25785603,Down Periscope,92,6.0,18045,-5214397
2269,0,Crime,4440,Pusher,105,7.4,28650,4440
2270,80000000,Action,136492681,Ransom,121,6.6,104513,56492681
2271,55000000,Biography,50047179,Evita,135,6.3,30484,-4952821
2272,67000000,Action,17600000,Last Man Standing,101,6.4,47034,-49400000
2273,32000000,Drama,104636382,Phenomenon,123,6.4,66920,72636382
2274,23000000,Drama,12782508,Marvin's Room,98,6.7,21695,-10217492
2275,0,Comedy,46151454,One Fine Day,108,6.5,38106,46151454
2276,46000000,Action,59031057,Courage Under Fire,116,6.6,43118,13031057
2277,20000000,Comedy,9714482,Everyone Says I Love You,101,6.8,31731,-10285518
2278,3000000,Crime,222559,Hard Eight,102,7.3,31261,-2777441
2279,5500000,Biography,35811509,Claroscuro,105,7.7,45511,30311509
2280,80000000,Action,33023469,Daylight,114,5.8,56630,-46976531
2281,45000000,Action,17300889,The Phantom,100,4.9,28886,-27699111
2282,3300000,Biography,2961991,Basquiat,108,6.9,16846,-338009
2283,3500000,Comedy,9449219,She's the One,96,6.0,14689,5949219
2284,0,Action,3794000,Barb Wire,98,3.2,21707,3794000
2285,3000000,Comedy,295493,Freeway,104,6.9,23194,-2704507
2286,18000000,Comedy,26906039,Spy Hard,81,5.3,31561,8906039
2287,8000000,Drama,3594848,The Trigger Effect,94,5.7,5195,-4405152
2288,30000000,Action,21600000,The Quest,95,5.5,20369,-8400000
2289,55000000,Action,18573791,The Fan,116,5.8,40765,-36426209
2290,13000000,Comedy,5587855,Bordello of Blood,87,5.3,11251,-7412145
2291,4000000,Comedy,2923982,Waiting for Guffman,84,7.6,23604,-1076018
2292,0,Adventure,24506082,Fly Away Home,107,6.8,20777,24506082
2293,28000000,Biography,11092559,Michael Collins,133,7.1,25719,-16907441
2294,38000000,Adventure,10300000,White Squall,129,6.6,18875,-27700000
2295,0,Action,33609000,Muppet Treasure Island,99,6.9,17264,33609000
2296,0,Drama,258263,Foxfire,102,6.2,7419,258263
2297,4500000,Drama,13417292,Secrets & Lies,136,8.0,30816,8917292
2298,5000000,Drama,13269963,Lone Star,135,7.5,24495,8269963
2299,20000000,Comedy,18876581,Kazaam,93,2.8,20357,-1123419
2300,0,Drama,3692836,The Portrait of a Lady,144,6.3,9274,3692836
2301,20000000,Crime,26792700,Eye for an Eye,101,6.1,10968,6792700
2302,13000000,Action,17883659,The Crow: City of Angels,84,4.5,16707,4883659
2303,25000000,Action,21162420,Bulletproof,84,5.8,31241,-3837580
2304,36000000,Drama,13052741,Ghosts of Mississippi,130,6.7,8989,-22947259
2305,0,Comedy,32377000,Black Sheep,87,6.2,31582,32377000
2306,50000000,Action,20550712,Chain Reaction,107,5.6,42633,-29449288
2307,0,Drama,5200600,Jane Eyre,112,6.8,7988,5200600
2308,29000000,Crime,11500000,Mulholland Falls,107,6.2,13725,-17500000
2309,45000000,Action,20100000,The Glimmer Man,91,5.3,16419,-24900000
2310,0,Comedy,9871065,Dunston Checks In,88,5.3,10371,9871065
2311,42000000,Comedy,41252428,The Mirror Has Two Faces,126,6.5,12186,-747572
2312,0,Comedy,34073143,The Truth About Cats & Dogs,97,6.3,23091,34073143
2313,15000000,Comedy,21397954,A Very Brady Sequel,90,5.6,8733,6397954
2314,60000000,Drama,51088705,Up Close & Personal,124,6.1,11967,-8911295
2315,0,Adventure,49142277,Homeward Bound II: Lost in San Francisco,89,5.9,11514,49142277
2316,0,Comedy,1500000,Beautiful Thing,90,7.7,19792,1500000
2317,25530000,Family,20047715,Flipper,95,5.2,8610,-5482285
2318,40000000,Comedy,48102795,The Preacher's Wife,123,5.5,9355,8102795
2319,0,Comedy,12767815,The Evening Star,129,5.8,3609,12767815
2320,0,Drama,726207,SubUrbia,121,6.8,7747,726207
2321,0,Comedy,6970578,House Arrest,108,5.7,6920,6970578
2322,12000000,Animation,63071133,Beavis and Butt-Head Do America,81,6.8,45369,51071133
2323,13000000,Comedy,4611624,Joe's Apartment,80,5.4,11119,-8388376
2324,7000000,Horror,1055525,Bad Moon,80,5.7,4339,-5944475
2325,13000000,Comedy,26539321,Harriet the Spy,100,5.9,8449,13539321
2326,0,Comedy,19119165,Mother,104,6.9,4936,19119165
2327,0,Action,14752141,The Substitute,114,5.9,10051,14752141
2328,8000000,Comedy,34746109,A Thin Line Between Love and Hate,108,5.7,3427,26746109
2329,7000000,Comedy,14891000,Flirting with Disaster,92,6.8,15795,7891000
2330,44000000,Drama,22754725,The Juror,118,5.6,14796,-21245275
2331,39000000,Comedy,30356793,Sgt. Bilko,93,5.7,18726,-8643207
2332,0,Comedy,3102672,Feeling Minnesota,99,5.4,9478,3102672
2333,25000000,Action,14502483,Maximum Risk,101,5.4,16973,-10497517
2334,30000000,Comedy,8289972,Larger Than Life,93,5.6,5757,-21710028
2335,0,Action,15318863,Police Story 4: First Strike,107,6.6,16019,15318863
2336,21500000,Adventure,22294341,My Fellow Americans,101,6.5,12809,794341
2337,25000000,Adventure,15094530,The Adventures of Pinocchio,90,5.3,4408,-9905470
2338,7000000,Drama,405144,Jude,123,7.0,9046,-6594856
2339,0,Romance,19030691,Bed of Roses,87,6.1,7141,19030691
2340,0,Drama,17000000,Diabolique,107,5.3,11679,17000000
2341,47000000,Drama,5600000,Mary Reilly,108,5.8,12455,-41400000
2342,0,Comedy,2560471,Brassed Off,103,7.1,16640,2560471
2343,8000000,Comedy,5612586,The Pallbearer,98,5.0,7080,-2387414
2344,38000000,Crime,17305211,Extreme Measures,118,6.1,14855,-20694789
2345,0,Biography,14481231,In Love and War,113,6.0,7218,14481231
2346,1300000,Comedy,695229,Trees Lounge,95,7.2,11933,-604771
2347,3000000,Comedy,153155,Citizen Ruth,106,7.0,6170,-2846845
2348,35000000,Crime,8797839,Before and After,108,6.1,7142,-26202161
2349,0,Drama,1002175,Shiloh,93,6.4,2362,1002175
2350,0,Comedy,7874000,The Great White Hype,91,5.4,7621,7874000
2351,24000000,Comedy,6288000,Ed,94,2.6,7497,-17712000
2352,0,Family,26459681,First Kid,101,5.2,8148,26459681
2353,18000000,Drama,2780278,Unforgettable,117,6.0,4227,-15219722
2354,0,Crime,9881286,Night Falls on Manhattan,113,6.6,5463,9881286
2355,50000000,Crime,14551359,The Chamber,113,6.0,11040,-35448641
2356,15000000,Action,2409225,Lawnmower Man 2: Beyond Cyberspace,93,2.4,8315,-12590775
2357,0,Comedy,20951277,High School High,86,5.5,11343,20951277
2358,0,Adventure,72844,Mr. Toad's Wild Ride,88,6.3,2601,72844
2359,40000000,Drama,20200000,City Hall,111,6.2,17531,-19800000
2360,0,Comedy,12350030,Mr. Wrong,96,3.8,4465,12350030
2361,23000000,Adventure,11567023,Alaska,109,5.7,4485,-11432977
2362,0,Drama,3363968,Moll Flanders,123,6.5,3564,3363968
2363,5000000,Comedy,551545,Twelfth Night or What You Will,134,7.3,5003,-4448455
2364,25000000,Action,17100000,Fled,98,5.3,7433,-7900000
2365,0,Drama,4137645,To Gillian on Her 37th Birthday,93,5.8,4202,4137645
2366,12500000,Crime,1227324,The Funeral,99,6.6,7279,-11272676
2367,0,Drama,465417,Kissed,78,6.4,3213,465417
2368,12000000,Comedy,4903000,Girl 6,108,5.0,5191,-7097000
2369,2309723,Comedy,49620,Curdled,88,5.9,4334,-2260103
2370,22000000,Crime,1075288,Blood and Wine,101,6.1,8184,-20924712
2371,25000000,Drama,5005000,Heaven's Prisoners,132,5.7,4467,-19995000
2372,0,Comedy,12772657,The Associate,114,6.1,6473,12772657
2373,30000000,Comedy,31356117,Eddie,100,5.1,7525,1356117
2374,8000000,Comedy,80026,Mad Dog Time,93,5.5,2423,-7919974
2375,25000000,Comedy,2415593,The Stupids,94,4.1,5840,-22584407
2376,0,Mystery,516350,Boys,86,4.8,3143,516350
2377,25000000,Comedy,10070000,Mrs. Winterbourne,105,6.2,6054,-14930000
2378,0,Biography,1814290,I Shot Andy Warhol,103,6.6,5724,1814290
2379,0,Action,12491455,Black Mask,99,6.1,9730,12491455
2380,0,Crime,23107,The Sunchaser,122,6.2,3089,23107
2381,0,Animation,8620500,All Dogs Go to Heaven 2,82,5.5,4507,8620500
2382,5000000,Crime,326308,Albino Alligator,97,6.1,6912,-4673692
2383,0,Comedy,220198,Santa with Muscles,97,2.4,8063,220198
2384,500000,Comedy,502313,Manny & Lo,88,6.7,1549,2313
2385,17000000,Comedy,3308758,Carpool,89,4.9,3658,-13691242
2386,6000000,Drama,392362,Mother Night,114,7.2,4412,-5607638
2387,0,Comedy,10700000,Two If by Sea,96,5.2,4759,10700000
2388,0,Comedy,621093,The Van,100,6.8,3721,621093
2389,0,Comedy,720717,Box of Moon Light,112,7.3,4642,720717
2390,0,Drama,608032,Some Mother's Son,112,7.3,2238,608032
2391,0,Action,684351,Bloodsport 2,90,4.8,2498,684351
2392,0,Comedy,328452,The Eighth Day,118,7.6,7761,328452
2393,16000000,Biography,2002000,Surviving Picasso,125,6.4,6117,-13998000
2394,24000000,Comedy,592871,Two Much,118,5.4,4729,-23407129
2395,0,Adventure,1945552,Race the Sun,100,5.3,2772,1945552
2396,0,Drama,616663,It's My Party,110,7.1,2439,616663
2397,0,Comedy,2503829,Ridicule,102,7.5,6329,2503829
2398,0,Thriller,8538318,The Rich Man's Wife,95,5.2,2606,8538318
2399,0,Drama,290978,Carried Away,109,6.4,1340,290978
2400,30000000,Comedy,4357000,Bogus,110,5.3,5409,-25643000
2401,0,Comedy,1263945,Phat Beach,89,3.9,729,1263945
2402,0,Drama,44722,The War at Home,123,7.1,2003,44722
2403,0,Drama,315752,Caught,110,6.8,1003,315752
2404,19000000,Crime,1353824,Kansas City,116,6.3,3727,-17646176
2405,0,Comedy,32212,Head Above Water,92,6.0,6684,32212
2406,0,Comedy,32925,Love Is All There Is,100,5.1,1022,32925
2407,0,Comedy,2653000,Kids in the Hall: Brain Candy,89,6.9,7379,2653000
2408,0,Comedy,196927,A Summer's Tale,113,7.7,4597,196927
2409,0,Comedy,9255027,Celtic Pride,91,5.2,8709,9255027
2410,0,Drama,454720,La Promesse,100,7.9,5849,454720
2411,5000000,Comedy,4635344,If Lucy Fell,92,4.9,3510,-364656
2412,7000000,Drama,106606,The Secret Agent,95,5.8,1986,-6893394
2413,0,Comedy,191164,Irma Vep,99,7.0,3909,191164
2414,0,Drama,5858000,Last Dance,103,5.8,3503,5858000
2415,0,Comedy,9676677,Shall We Dance?,136,7.8,9603,9676677
2416,6000000,Drama,12643776,The Spitfire Grill,117,6.9,4971,6643776
2417,19000000,Action,4932915,Solo,94,3.9,3629,-14067085
2418,0,Drama,883973,Female Perversions,119,5.5,2064,883973
2419,0,Comedy,1007306,Mystery Science Theater 3000: The Movie,73,7.4,16362,1007306
2420,200000000,Drama,658672302,Titanic,194,7.8,862554,458672302
2421,10000000,Drama,138433435,Good Will Hunting,126,8.3,675871,128433435
2422,93000000,Action,63540020,The Fifth Element,126,7.7,371054,-29459980
2423,80000000,Action,17626234,The Postman,177,6.0,59758,-62373766
2424,85000000,Animation,99046791,Hercules,93,7.2,159637,14046791
2425,20000000,Comedy,57598247,Life Is Beautiful,116,8.6,476021,37598247
2426,105000000,Action,54814377,Starship Troopers,129,7.2,235069,-50185623
2427,90000000,Drama,100920329,Contact,150,7.4,217655,10920329
2428,62000000,Drama,1400000,Lolita,137,6.9,41536,-60600000
2429,75000000,Action,101117573,Con Air,115,6.8,239462,26117573
2430,15000000,Drama,26400640,Boogie Nights,155,7.9,201945,11400640
2431,90000000,Adventure,250690539,Men in Black,98,7.3,438633,160690539
2432,35000000,Crime,64616940,L.A. Confidential,138,8.3,448833,29616940
2433,125000000,Action,107325195,Batman & Robin,125,3.7,202339,-17674805
2434,80000000,Action,112225777,Face/Off,138,7.3,302052,32225777
2435,50000000,Drama,48323648,The Game,129,7.8,285147,-1676352
2436,36000000,Drama,12339633,Gattaca,106,7.8,238316,-23660367
2437,0,Animation,2375308,Princess Mononoke,134,8.4,252409,2375308
2438,57000000,Drama,60984028,The Devil's Advocate,144,7.5,279086,3984028
2439,17000000,Horror,72586134,I Know What You Did Last Summer,101,5.6,112994,55586134
2440,12000000,Crime,39673162,Jackie Brown,154,7.5,257809,27673162
2441,75000000,Action,47748610,Alien Resurrection,109,6.2,191097,-27251390
2442,73000000,Action,229086679,The Lost World: Jurassic Park,129,6.5,305054,156086679
2443,60000000,Horror,26673242,Event Horizon,96,6.7,130640,-33326758
2444,110000000,Action,125332007,Tomorrow Never Dies,119,6.5,157749,15332007
2445,50000000,Animation,58406347,Anastasia,94,7.1,94409,8406347
2446,90000000,Action,49323468,Volcano,104,5.4,62450,-40676532
2447,35000000,Biography,41909762,Donnie Brasco,127,7.8,239317,6909762
2448,50000000,Comedy,148478011,As Good as It Gets,139,7.7,238028,98478011
2449,17000000,Adventure,53883989,Austin Powers: International Man of Mystery,94,7.0,193479,36883989
2450,15000000,Mystery,3796699,Por el lado oscuro del camino,134,7.6,107530,-11203301
2451,40000000,Crime,45856732,The Rainmaker,135,7.1,50025,5856732
2452,45000000,Comedy,181410615,Liar Liar,86,6.8,237870,136410615
2453,0,Drama,501818,El cubo,90,7.3,174546,501818
2454,116000000,Action,67127760,Dante's Peak,108,5.9,67277,-48872240
2455,20000000,Biography,35422828,Selena,127,6.7,20575,15422828
2456,40000000,Action,54967359,Spawn,96,5.2,56225,14967359
2457,46000000,Comedy,127120029,My Best Friend's Wedding,105,6.3,106240,81120029
2458,0,Action,27779888,The Edge,117,6.9,59422,27779888
